sum,query,4,4.686,1.625
sum,query,8,6.775,3.335
sum,query,12,7.749,3.044
sum,query,16,8.271,3.910
sum,query,20,8.912,3.518
sum,query,24,9.686,3.786
sum,query,28,10.345,3.870
sum,query,32,10.430,4.281
sum,query,36,10.550,4.295
sum,query,40,10.815,4.200
sum,query,44,11.159,3.986
sum,query,48,11.323,4.308
sum,query,52,11.389,4.157
sum,query,56,11.538,4.209
sum,query,60,11.692,4.308
sum,query,64,11.872,4.534
sum,query,80,12.119,4.570
sum,query,96,12.538,4.538
sum,query,128,13.099,4.732
sum,query,192,14.150,4.770
sum,query,256,15.690,5.022
sum,query,384,17.533,5.007
sum,query,512,19.263,5.139
sum,query,768,23.327,5.147
sum,query,1024,28.156,5.389
sum,query,1536,37.929,5.370
sum,query,2048,48.301,5.515
sum,query,3072,68.422,5.540
sum,query,4096,88.908,5.757
sum,query,6144,128.906,5.801
sum,query,8192,210.662,6.076
sum,query,12288,368.590,6.050
sum,query,16384,513.860,6.244
sum,query,24576,793.898,6.262
sum,query,32768,1063.237,6.569
sum,query,49152,1654.877,6.572
sum,query,65536,2183.135,6.690
sum,query,98304,3250.662,6.810
sum,query,131072,4254.688,6.938
sum,query,196608,6278.424,7.030
sum,query,262144,8534.772,7.219
sum,query,393216,16964.617,10.110
sum,query,524288,26694.305,13.521
sum,query,786432,42426.985,17.281
sum,query,1048576,64435.310,23.354
min,query,4,5.061,1.735
min,query,8,6.986,3.439
min,query,12,8.064,3.137
min,query,16,8.661,4.031
min,query,20,9.936,3.704
min,query,24,10.983,3.914
min,query,28,11.764,3.888
min,query,32,11.930,4.352
min,query,36,12.050,4.249
min,query,40,12.541,4.232
min,query,44,12.993,4.006
min,query,48,13.614,4.322
min,query,52,13.421,4.139
min,query,56,13.737,4.248
min,query,60,13.983,4.344
min,query,64,14.196,4.573
min,query,80,15.008,4.506
min,query,96,15.840,4.546
min,query,128,17.431,4.762
min,query,192,21.013,4.771
min,query,256,24.857,4.976
min,query,384,32.265,5.000
min,query,512,40.358,5.218
min,query,768,55.936,5.262
min,query,1024,72.240,5.444
min,query,1536,104.472,5.436
min,query,2048,135.923,5.629
min,query,3072,200.408,5.651
min,query,4096,266.488,5.837
min,query,6144,390.778,5.872
min,query,8192,514.200,6.094
min,query,12288,775.126,6.110
min,query,16384,1060.101,6.282
min,query,24576,1538.600,6.372
min,query,32768,2063.778,6.633
min,query,49152,3182.239,6.607
min,query,65536,4247.792,6.798
min,query,98304,6177.751,6.890
min,query,131072,8016.964,7.011
min,query,196608,12889.941,7.021
min,query,262144,16770.647,7.256
min,query,393216,26491.290,8.183
min,query,524288,35952.065,11.817
min,query,786432,57656.440,17.636
min,query,1048576,81721.132,21.061
max,query,4,5.150,1.775
max,query,8,7.248,3.579
max,query,12,8.261,3.288
max,query,16,8.919,4.200
max,query,20,9.769,3.793
max,query,24,10.800,4.063
max,query,28,11.577,4.117
max,query,32,11.842,4.499
max,query,36,11.929,4.429
max,query,40,12.343,4.302
max,query,44,12.880,4.217
max,query,48,13.142,4.384
max,query,52,13.363,4.356
max,query,56,13.659,4.410
max,query,60,13.983,4.507
max,query,64,14.129,4.722
max,query,80,15.100,4.680
max,query,96,15.767,4.706
max,query,128,17.355,4.909
max,query,192,21.041,4.938
max,query,256,24.728,5.166
max,query,384,32.351,5.191
max,query,512,40.228,5.395
max,query,768,56.128,5.401
max,query,1024,71.670,5.503
max,query,1536,103.835,5.508
max,query,2048,137.349,5.749
max,query,3072,200.685,5.758
max,query,4096,263.375,5.953
max,query,6144,392.971,5.999
max,query,8192,525.408,6.159
max,query,12288,775.918,6.275
max,query,16384,1053.895,6.430
max,query,24576,1565.234,6.504
max,query,32768,2052.993,6.676
max,query,49152,3014.901,6.743
max,query,65536,4124.381,6.917
max,query,98304,6332.333,6.990
max,query,131072,8192.299,7.152
max,query,196608,12748.969,7.177
max,query,262144,16669.143,7.378
max,query,393216,24292.045,8.527
max,query,524288,36361.909,12.100
max,query,786432,56757.167,18.348
max,query,1048576,81416.147,22.147
and,query,4,5.006,1.654
and,query,8,6.870,3.372
and,query,12,7.923,3.051
and,query,16,8.550,4.036
and,query,20,9.175,3.591
and,query,24,10.216,3.889
and,query,28,10.792,3.814
and,query,32,10.842,4.250
and,query,36,10.980,4.243
and,query,40,11.245,4.143
and,query,44,11.557,3.953
and,query,48,11.746,4.240
and,query,52,11.800,4.070
and,query,56,12.099,4.211
and,query,60,12.229,4.261
and,query,64,12.264,4.475
and,query,80,12.624,4.452
and,query,96,12.910,4.457
and,query,128,13.517,4.843
and,query,192,14.338,4.844
and,query,256,15.308,5.014
and,query,384,17.078,5.043
and,query,512,19.259,5.144
and,query,768,23.538,5.162
and,query,1024,28.325,5.305
and,query,1536,38.236,5.322
and,query,2048,48.395,5.482
and,query,3072,68.099,5.514
and,query,4096,88.517,5.666
and,query,6144,130.232,5.690
and,query,8192,213.121,5.863
and,query,12288,368.874,5.946
and,query,16384,517.821,6.188
and,query,24576,794.202,6.246
and,query,32768,1080.417,6.400
and,query,49152,1657.398,6.530
and,query,65536,2154.947,6.713
and,query,98304,3344.232,6.729
and,query,131072,4356.006,6.955
and,query,196608,6576.190,7.015
and,query,262144,8499.182,7.187
and,query,393216,18149.654,9.150
and,query,524288,24734.121,12.792
and,query,786432,43374.908,18.278
and,query,1048576,61270.175,22.106
or,query,4,4.992,1.650
or,query,8,7.062,3.341
or,query,12,8.197,3.109
or,query,16,8.622,3.974
or,query,20,9.329,3.606
or,query,24,10.224,3.884
or,query,28,10.824,3.843
or,query,32,10.874,4.204
or,query,36,11.089,4.331
or,query,40,11.427,4.285
or,query,44,11.651,4.070
or,query,48,11.806,4.378
or,query,52,11.800,4.216
or,query,56,12.055,4.316
or,query,60,12.207,4.388
or,query,64,12.309,4.600
or,query,80,12.647,4.534
or,query,96,12.919,4.570
or,query,128,13.400,4.836
or,query,192,14.463,4.662
or,query,256,15.368,4.927
or,query,384,17.100,4.976
or,query,512,19.297,5.121
or,query,768,23.549,5.140
or,query,1024,28.413,5.297
or,query,1536,38.057,5.332
or,query,2048,48.043,5.520
or,query,3072,68.801,5.571
or,query,4096,89.806,5.768
or,query,6144,130.453,5.771
or,query,8192,211.539,5.958
or,query,12288,372.756,6.041
or,query,16384,514.403,6.180
or,query,24576,807.913,6.317
or,query,32768,1089.550,6.527
or,query,49152,1671.108,6.549
or,query,65536,2138.740,6.722
or,query,98304,3189.187,6.794
or,query,131072,4263.911,6.981
or,query,196608,6275.989,7.059
or,query,262144,8717.580,7.280
or,query,393216,17951.142,10.189
or,query,524288,27365.000,13.233
or,query,786432,44340.014,18.368
or,query,1048576,67005.708,21.543
xor,query,4,4.753,1.637
xor,query,8,6.764,3.321
xor,query,12,7.925,3.080
xor,query,16,8.293,3.984
xor,query,20,9.016,3.572
xor,query,24,10.033,3.857
xor,query,28,10.640,3.827
xor,query,32,10.683,4.240
xor,query,36,10.837,4.217
xor,query,40,11.099,4.154
xor,query,44,11.656,3.990
xor,query,48,11.843,4.215
xor,query,52,11.928,4.045
xor,query,56,12.061,4.197
xor,query,60,12.312,4.295
xor,query,64,12.399,4.498
xor,query,80,12.779,4.443
xor,query,96,13.199,4.450
xor,query,128,13.562,4.742
xor,query,192,14.648,4.754
xor,query,256,15.604,4.990
xor,query,384,17.435,4.946
xor,query,512,19.413,5.122
xor,query,768,23.839,5.118
xor,query,1024,28.605,5.290
xor,query,1536,38.976,5.361
xor,query,2048,49.090,5.582
xor,query,3072,69.687,5.593
xor,query,4096,90.678,5.789
xor,query,6144,132.643,5.839
xor,query,8192,214.491,5.997
xor,query,12288,368.613,6.115
xor,query,16384,520.324,6.315
xor,query,24576,808.239,6.438
xor,query,32768,1092.416,6.686
xor,query,49152,1697.649,6.741
xor,query,65536,2267.794,6.882
xor,query,98304,3398.132,6.919
xor,query,131072,4508.780,7.155
xor,query,196608,6635.480,7.146
xor,query,262144,8929.720,7.351
xor,query,393216,17528.483,10.682
xor,query,524288,25908.750,13.274
xor,query,786432,48250.322,23.538
xor,query,1048576,66680.094,25.482
sum,mixed,4,2.981,3.046
sum,mixed,8,4.079,4.351
sum,mixed,12,4.596,4.128
sum,mixed,16,4.822,4.875
sum,mixed,20,5.060,4.628
sum,mixed,24,5.654,4.710
sum,mixed,28,6.012,4.725
sum,mixed,32,6.005,5.144
sum,mixed,36,6.010,5.206
sum,mixed,40,6.202,5.271
sum,mixed,44,6.355,5.136
sum,mixed,48,6.488,5.165
sum,mixed,52,6.537,5.132
sum,mixed,56,6.641,5.204
sum,mixed,60,6.755,5.242
sum,mixed,64,6.827,5.638
sum,mixed,80,7.046,5.588
sum,mixed,96,7.131,5.554
sum,mixed,128,7.412,5.936
sum,mixed,192,7.809,5.765
sum,mixed,256,8.420,6.202
sum,mixed,384,9.395,6.118
sum,mixed,512,10.479,6.512
sum,mixed,768,12.811,6.438
sum,mixed,1024,15.000,6.664
sum,mixed,1536,19.952,6.601
sum,mixed,2048,25.027,6.832
sum,mixed,3072,35.032,6.824
sum,mixed,4096,45.589,7.046
sum,mixed,6144,66.637,7.095
sum,mixed,8192,108.383,7.336
sum,mixed,12288,185.800,7.365
sum,mixed,16384,263.263,7.856
sum,mixed,24576,409.883,7.874
sum,mixed,32768,537.453,8.190
sum,mixed,49152,820.718,8.146
sum,mixed,65536,1092.139,8.552
sum,mixed,98304,1682.564,8.380
sum,mixed,131072,2164.859,8.785
sum,mixed,196608,3382.128,8.795
sum,mixed,262144,4821.885,9.727
sum,mixed,393216,10000.440,14.117
sum,mixed,524288,15561.090,20.227
sum,mixed,786432,22053.733,22.398
sum,mixed,1048576,30737.890,25.197
xor,mixed,4,2.782,2.907
xor,mixed,8,4.024,4.203
xor,mixed,12,4.656,4.082
xor,mixed,16,4.846,4.668
xor,mixed,20,5.148,4.532
xor,mixed,24,5.664,4.576
xor,mixed,28,5.935,4.612
xor,mixed,32,5.993,5.090
xor,mixed,36,5.995,5.120
xor,mixed,40,6.216,5.160
xor,mixed,44,6.342,5.028
xor,mixed,48,6.516,5.087
xor,mixed,52,6.563,5.109
xor,mixed,56,6.636,5.095
xor,mixed,60,6.731,5.157
xor,mixed,64,6.757,5.421
xor,mixed,80,6.960,5.418
xor,mixed,96,7.183,5.451
xor,mixed,128,7.367,5.825
xor,mixed,192,7.937,5.789
xor,mixed,256,8.466,6.186
xor,mixed,384,9.663,6.160
xor,mixed,512,10.866,6.444
xor,mixed,768,13.019,6.434
xor,mixed,1024,15.419,6.628
xor,mixed,1536,20.785,6.699
xor,mixed,2048,25.847,6.867
xor,mixed,3072,36.612,6.871
xor,mixed,4096,46.332,7.092
xor,mixed,6144,68.160,7.141
xor,mixed,8192,111.039,7.519
xor,mixed,12288,188.284,7.422
xor,mixed,16384,268.499,7.861
xor,mixed,24576,413.452,7.904
xor,mixed,32768,557.355,8.206
xor,mixed,49152,835.322,8.161
xor,mixed,65536,1100.141,8.431
xor,mixed,98304,1656.685,8.479
xor,mixed,131072,2231.985,8.883
xor,mixed,196608,3414.848,8.825
xor,mixed,262144,4095.989,9.545
xor,mixed,393216,8721.637,13.790
xor,mixed,524288,14907.019,17.251
xor,mixed,786432,22057.200,22.289
xor,mixed,1048576,29704.108,24.438
sum,range,2,2.211,22.251
sum,range,4,2.616,22.058
sum,range,6,3.292,22.638
sum,range,8,3.059,21.936
sum,range,10,3.530,21.705
sum,range,12,4.455,26.713
sum,range,14,4.871,22.949
sum,range,16,4.136,23.401
sum,range,20,5.414,24.967
sum,range,24,5.980,23.137
sum,range,28,6.570,23.628
sum,range,32,6.914,26.703
sum,range,36,8.084,24.543
sum,range,40,8.860,29.290
sum,range,44,10.067,33.474
sum,range,48,9.724,30.639
sum,range,52,10.482,29.625
sum,range,56,11.344,33.925
sum,range,60,11.596,31.335
sum,range,64,11.372,30.973
sum,range,80,13.387,28.682
sum,range,96,15.155,28.401
sum,range,128,18.510,28.374
sum,range,192,27.496,32.937
sum,range,256,34.560,32.119
sum,range,384,49.622,35.661
sum,range,512,63.329,36.336
sum,range,768,90.958,39.240
sum,range,1024,111.440,38.020
sum,range,2048,225.322,41.433
sum,range,4096,427.863,41.635
sum,range,8192,871.082,41.455
xor,range,2,2.138,21.091
xor,range,4,2.391,23.647
xor,range,6,3.144,22.861
xor,range,8,3.018,20.908
xor,range,10,4.002,26.958
xor,range,12,4.245,26.891
xor,range,14,4.686,22.471
xor,range,16,4.427,23.593
xor,range,20,5.316,22.922
xor,range,24,6.038,23.185
xor,range,28,6.875,23.686
xor,range,32,7.207,25.103
xor,range,36,7.598,24.870
xor,range,40,8.696,28.753
xor,range,44,8.744,24.311
xor,range,48,9.499,30.086
xor,range,52,11.176,33.170
xor,range,56,11.722,33.974
xor,range,60,11.720,34.914
xor,range,64,11.334,32.492
xor,range,80,13.679,29.169
xor,range,96,14.953,30.852
xor,range,128,18.680,29.878
xor,range,192,27.108,32.884
xor,range,256,34.084,34.254
xor,range,384,49.204,37.569
xor,range,512,62.735,36.812
xor,range,768,91.907,37.492
xor,range,1024,118.394,39.732
xor,range,2048,228.552,42.338
xor,range,4096,441.814,41.904
xor,range,8192,839.673,42.177
sum_bisect,mixed,4,0.864,3.192
sum_bisect,mixed,8,0.875,3.883
sum_bisect,mixed,12,0.905,3.769
sum_bisect,mixed,16,0.898,4.379
sum_bisect,mixed,20,0.895,4.464
sum_bisect,mixed,24,0.913,4.375
sum_bisect,mixed,28,0.918,4.336
sum_bisect,mixed,32,0.891,4.867
sum_bisect,mixed,36,0.955,4.929
sum_bisect,mixed,40,0.897,4.937
sum_bisect,mixed,44,0.889,4.985
sum_bisect,mixed,48,0.900,4.932
sum_bisect,mixed,52,0.880,4.889
sum_bisect,mixed,56,0.898,4.878
sum_bisect,mixed,60,0.879,4.898
sum_bisect,mixed,64,0.873,5.306
sum_bisect,mixed,80,0.896,5.349
sum_bisect,mixed,96,0.879,5.294
sum_bisect,mixed,128,0.857,5.712
sum_bisect,mixed,192,0.903,5.672
sum_bisect,mixed,256,1.071,6.136
sum_bisect,mixed,384,2.314,6.189
sum_bisect,mixed,512,3.744,6.700
sum_bisect,mixed,768,7.417,6.579
sum_bisect,mixed,1024,10.482,7.172
sum_bisect,mixed,1536,24.849,6.990
sum_bisect,mixed,2048,36.183,7.552
sum_bisect,mixed,3072,93.131,7.481
sum_bisect,mixed,4096,125.398,8.107
sum_bisect,mixed,6144,243.090,8.173
sum_bisect,mixed,8192,363.245,9.111
sum_bisect,mixed,12288,589.345,9.515
sum_bisect,mixed,16384,791.825,11.328
sum_bisect,mixed,24576,1216.867,12.900
sum_bisect,mixed,32768,1636.314,15.061
sum_bisect,mixed,49152,2387.363,15.722
sum_bisect,mixed,65536,3368.551,18.026
sum_bisect,mixed,98304,4792.583,18.370
sum_bisect,mixed,131072,6521.300,19.761
sum_bisect,mixed,196608,9952.821,23.168
sum_bisect,mixed,262144,11970.125,39.082
sum_bisect,mixed,393216,21236.411,62.358
sum_bisect,mixed,524288,27629.165,79.602
sum_bisect,mixed,786432,41732.465,91.147
sum_bisect,mixed,1048576,54480.208,104.550
sum_bisect,query,4,4.382,1.744
sum_bisect,query,8,6.419,2.380
sum_bisect,query,12,7.157,2.305
sum_bisect,query,16,8.080,3.133
sum_bisect,query,20,9.296,5.433
sum_bisect,query,24,10.257,3.156
sum_bisect,query,28,11.064,3.165
sum_bisect,query,32,11.331,3.568
sum_bisect,query,36,12.040,4.200
sum_bisect,query,40,12.745,5.435
sum_bisect,query,44,12.778,5.568
sum_bisect,query,48,14.394,3.688
sum_bisect,query,52,14.329,4.987
sum_bisect,query,56,15.027,3.796
sum_bisect,query,60,15.416,3.556
sum_bisect,query,64,16.565,4.207
sum_bisect,query,80,17.544,5.246
sum_bisect,query,96,20.330,4.676
sum_bisect,query,128,22.853,4.909
sum_bisect,query,192,29.308,5.018
sum_bisect,query,256,37.551,5.629
sum_bisect,query,384,52.016,5.814
sum_bisect,query,512,67.775,6.460
sum_bisect,query,768,92.419,6.453
sum_bisect,query,1024,121.784,7.513
sum_bisect,query,1536,182.973,7.446
sum_bisect,query,2048,217.432,8.416
sum_bisect,query,3072,337.149,8.550
sum_bisect,query,4096,447.941,9.540
sum_bisect,query,6144,649.662,10.016
sum_bisect,query,8192,904.510,12.709
sum_bisect,query,12288,1253.086,14.387
sum_bisect,query,16384,1759.108,16.104
sum_bisect,query,24576,2554.933,17.340
sum_bisect,query,32768,3400.493,19.233
sum_bisect,query,49152,5061.234,20.377
sum_bisect,query,65536,6505.733,21.925
sum_bisect,query,98304,10172.268,23.539
sum_bisect,query,131072,14252.452,25.561
sum_bisect,query,196608,20171.647,27.399
sum_bisect,query,262144,27199.664,31.719
sum_bisect,query,393216,41199.422,61.027
sum_bisect,query,524288,56373.836,74.855
sum_bisect,query,786432,83817.516,84.673
sum_bisect,query,1048576,113044.313,121.673
sum,mixed_25,4,4.333,2.449
sum,mixed_25,8,6.789,4.144
sum,mixed_25,12,7.746,3.849
sum,mixed_25,16,7.928,4.618
sum,mixed_25,20,8.392,4.327
sum,mixed_25,24,9.212,4.421
sum,mixed_25,28,9.658,4.587
sum,mixed_25,32,9.796,4.933
sum,mixed_25,36,9.778,4.986
sum,mixed_25,40,10.091,4.923
sum,mixed_25,44,10.406,4.852
sum,mixed_25,48,10.565,5.077
sum,mixed_25,52,10.521,4.832
sum,mixed_25,56,10.648,4.964
sum,mixed_25,60,10.875,5.085
sum,mixed_25,64,10.952,5.291
sum,mixed_25,80,11.343,5.336
sum,mixed_25,96,11.726,5.311
sum,mixed_25,128,12.058,5.670
sum,mixed_25,192,12.710,5.691
sum,mixed_25,256,13.625,6.049
sum,mixed_25,384,15.374,6.012
sum,mixed_25,512,16.757,6.277
sum,mixed_25,768,20.078,6.274
sum,mixed_25,1024,23.643,6.445
sum,mixed_25,1536,31.512,6.398
sum,mixed_25,2048,38.818,6.576
sum,mixed_25,3072,54.417,6.634
sum,mixed_25,4096,70.146,6.673
sum,mixed_25,6144,101.150,6.768
sum,mixed_25,8192,164.101,6.904
sum,mixed_25,12288,285.385,7.050
sum,mixed_25,16384,391.253,7.411
sum,mixed_25,24576,630.675,7.468
sum,mixed_25,32768,842.257,7.647
sum,mixed_25,49152,1257.730,7.654
sum,mixed_25,65536,1670.484,7.990
sum,mixed_25,98304,2499.238,7.927
sum,mixed_25,131072,3203.200,8.145
sum,mixed_25,196608,4878.488,8.145
sum,mixed_25,262144,6778.327,8.590
sum,mixed_25,393216,13076.313,11.672
sum,mixed_25,524288,20433.022,16.475
sum,mixed_25,786432,34932.141,20.651
sum,mixed_25,1048576,46223.756,23.471
sum,mixed_75,4,1.829,3.394
sum,mixed_75,8,2.336,4.479
sum,mixed_75,12,2.664,4.366
sum,mixed_75,16,2.755,4.969
sum,mixed_75,20,2.857,4.871
sum,mixed_75,24,3.151,4.859
sum,mixed_75,28,3.267,4.877
sum,mixed_75,32,3.304,5.415
sum,mixed_75,36,3.363,5.478
sum,mixed_75,40,3.422,5.513
sum,mixed_75,44,3.540,5.420
sum,mixed_75,48,3.562,5.373
sum,mixed_75,52,3.588,5.370
sum,mixed_75,56,3.625,5.345
sum,mixed_75,60,3.692,5.378
sum,mixed_75,64,3.715,5.871
sum,mixed_75,80,3.802,5.847
sum,mixed_75,96,3.829,5.753
sum,mixed_75,128,3.965,6.164
sum,mixed_75,192,4.200,6.109
sum,mixed_75,256,4.467,6.487
sum,mixed_75,384,5.007,6.353
sum,mixed_75,512,5.473,6.772
sum,mixed_75,768,6.636,6.650
sum,mixed_75,1024,7.997,7.134
sum,mixed_75,1536,10.417,6.887
sum,mixed_75,2048,13.045,7.226
sum,mixed_75,3072,18.026,7.113
sum,mixed_75,4096,23.385,7.438
sum,mixed_75,6144,34.389,7.339
sum,mixed_75,8192,54.875,7.598
sum,mixed_75,12288,95.474,7.837
sum,mixed_75,16384,134.580,8.130
sum,mixed_75,24576,208.923,8.195
sum,mixed_75,32768,275.836,8.491
sum,mixed_75,49152,428.991,8.490
sum,mixed_75,65536,579.351,8.790
sum,mixed_75,98304,843.742,8.853
sum,mixed_75,131072,1146.919,9.381
sum,mixed_75,196608,1737.982,9.968
sum,mixed_75,262144,2251.772,12.147
sum,mixed_75,393216,4536.553,15.817
sum,mixed_75,524288,7370.291,21.293
sum,mixed_75,786432,13079.398,26.133
sum,mixed_75,1048576,15207.303,32.256
sum,query_tail,4,1.239,0.485
sum,query_tail,8,1.437,0.481
sum,query_tail,12,4.515,3.129
sum,query_tail,16,4.556,3.267
sum,query_tail,20,5.457,2.362
sum,query_tail,24,6.008,4.114
sum,query_tail,28,6.339,2.727
sum,query_tail,32,6.650,3.583
sum,query_tail,36,6.252,1.941
sum,query_tail,40,6.917,3.863
sum,query_tail,44,7.169,2.883
sum,query_tail,48,7.058,3.972
sum,query_tail,52,6.823,4.089
sum,query_tail,56,7.268,3.614
sum,query_tail,60,8.519,3.394
